On offshore,Province name,Municipality name,longitude,latitude,Start,Type,Status,Result,Current owner,Operator,oil or gas?
ON,Zuid-Holland,Westland,4.19442421,52.00818907,22-01-1978,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.19446885,52.00815357,22-03-1980,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.22585304,51.98526773,19-12-1981,Exploration hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.22585421,51.9852228,11-05-1984,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.24833835,51.9711956,06-06-1984,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.24829379,51.97123112,04-07-1984,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Noord-Holland,Medemblik,5.03541205,52.7391618,27-03-2014,Exploration hydrocarbon,Suspended,Gas shows,Vermilion Energy Netherlands B.V.,Vermilion Oil & Gas Netherlands B.V.,Y
ON,Groningen,Bellingwedde,7.10875076,53.11175022,27-10-1998,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Bellingwedde,7.10875076,53.11175022,15-07-2015,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.81354897,53.35079128,24-10-1974,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.81450321,53.35105377,26-11-1974,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.81545807,53.35131651,01-10-1974,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.81641278,53.35157916,23-11-1974,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.81736766,53.35184188,30-01-1975,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.8183218,53.35210434,09-02-1975,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.81876087,53.35153299,26-02-1975,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.81780674,53.35127053,14-03-1975,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.81685187,53.35100781,02-04-1975,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.81589717,53.35074517,24-04-1975,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Loppersum,6.81494232,53.35048243,22-05-1975,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Flevoland,Noordoostpolder,5.80288113,52.71497777,28-05-2004,Exploration hydrocarbon,Plugged and abandoned,Gas shows,Total E&P Nederland B.V.,Total E&P Nederland B.V.,Y
ON,Overijssel,Losser,7.01389418,52.33024275,05-12-1955,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Losser,7.0141076,52.33048135,13-02-1989,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,De Marne,6.21438655,53.41060713,13-05-1996,Exploration hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,De Marne,6.21464521,53.41056267,16-10-1998,Exploration hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Zuidhorn,6.29299073,53.30128899,15-09-2005,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Zuidhorn,6.29258836,53.30107035,14-09-2007,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Opsterland,5.98614754,52.97640744,19-07-2016,Exploration hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Vermilion Energy Netherlands B.V.,Y
ON,Groningen,Marum,6.26258496,53.15456794,21-11-1983,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Marum,6.18940597,53.1337516,05-08-1991,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Smallingerland,6.05486675,53.11535163,22-04-1979,Exploration hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Friesland,Smallingerland,6.05451756,53.11522472,17-10-2009,Development hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Vermilion Oil & Gas Netherlands B.V.,Y
ON,Noord-Holland,Wieringermeer,4.98393787,52.78555212,27-05-1975,Exploration hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Noord-Holland,Wieringermeer,4.98338533,52.78599957,11-08-1979,Development hydrocarbon,Suspended,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Noord-Holland,Wieringermeer,4.98324496,52.78611323,27-11-2009,Development hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Vermilion Oil & Gas Netherlands B.V.,Y
ON,,,4.55687077,52.56001073,30-03-2000,Exploration hydrocarbon,Plugged and abandoned,Gas,Clyde Petroleum Exploratie B.V.,Clyde Petroleum Exploratie B.V.,Y
ON,Zuid-Holland,Wassenaar,4.34604383,52.13057646,06-10-1958,Exploration hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Wassenaar,4.34624973,52.13051536,13-12-1961,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Wassenaar,4.34617609,52.13054168,10-02-1962,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Wassenaar,4.34611726,52.13055913,27-02-1962,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Noord-Holland,Zeevang,4.99124493,52.55604025,27-05-1964,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Noord-Holland,Zeevang,4.99168481,52.55603588,22-11-1974,Appraisal hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Noord-Holland,Zeevang,4.99345462,52.55601911,06-02-1975,Appraisal hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Noord-Holland,Zeevang,4.99301297,52.55602448,15-06-1975,Appraisal hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Noord-Holland,Zeevang,5.02156047,52.5451694,31-10-1980,Appraisal hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Flevoland,Noordoostpolder,5.88046093,52.69001538,19-06-1983,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Zevenhuizen-Moerkapelle,4.57060446,52.04841441,23-03-1957,Exploration hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Zevenhuizen-Moerkapelle,4.56614549,52.04195683,20-11-1957,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Zevenhuizen-Moerkapelle,4.61818755,52.00929464,14-02-1958,Exploration hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Moordrecht,4.64507926,51.98613394,01-09-1958,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Moordrecht,4.64512248,51.98616118,01-03-1959,Exploration hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Zevenhuizen-Moerkapelle,4.57007346,52.04476151,19-09-1967,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Zevenhuizen-Moerkapelle,4.57000075,52.04475202,10-10-1967,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Lansingerland,4.55794306,52.05277508,08-09-1977,Appraisal hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Lansingerland,4.5579777,52.05281784,22-10-1977,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Lansingerland,4.55802836,52.05289253,08-03-1978,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Lansingerland,4.55802836,52.05289253,09-09-1984,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Zevenhuizen-Moerkapelle,4.58236571,52.03479737,20-06-1979,Appraisal hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Zoetermeer,4.5493775,52.05707373,22-09-1983,Exploration hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Zoetermeer,4.54869947,52.05746439,29-11-1983,Appraisal hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Zoetermeer,4.53209609,52.06030212,22-12-1983,Appraisal hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Kollumerland c.a.,6.28375604,53.326507,23-07-1994,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Kollumerland c.a.,6.28391605,53.32622259,07-10-1996,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Kollumerland c.a.,6.28381665,53.32677548,20-03-1999,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Kollumerland c.a.,6.28403929,53.3267572,03-12-2012,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,s-Gravenhage,4.26078236,52.06734065,13-06-1938,Exploration hydrocarbon,Plugged and abandoned,Oil shows,Nederlandse Aardolie Maatschappij B.V.,Bataafse Petroleum Maatschappij,Y
ON,Zuid-Holland,Westland,4.22080079,51.97856017,03-12-2013,Appraisal hydrocarbon,Suspended,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Graafstroom,4.8186102,51.86834023,10-11-1959,Exploration hydrocarbon,Plugged and abandoned,Oil shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Graafstroom,4.81955031,51.86463408,01-04-1986,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Westland,4.17635873,52.03252577,10-09-1956,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.1764056,52.0324903,09-05-1982,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Westland,4.18753826,52.03362899,29-01-1990,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Zederik,4.97840066,51.92645726,27-11-1989,Exploration hydrocarbon,Plugged and abandoned,Gas with oil shows,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.03600885,51.98330078,26-09-1989,Exploration hydrocarbon,Plugged and abandoned,Gas shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.03605357,51.98303387,30-08-1993,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Rotterdam,4.04674338,51.98064635,22-05-2018,Development hydrocarbon,Closed-In,Gas,ONE-Dyas B.V.,Oranje-Nassau Energie B.V.,Y
ON,Overijssel,Hardenberg,6.60999457,52.58644102,26-02-1974,Exploration hydrocarbon,Plugged and abandoned,Gas,Placid International Oil Ltd.,Placid International Oil Ltd.,Y
ON,Zuid-Holland,Rotterdam,4.04677754,51.98076551,27-06-2019,Exploration hydrocarbon,Suspended,Oil and gas,ONE-Dyas B.V.,ONE-Dyas B.V.,Y
ON,Groningen,Scheemda,7.02222102,53.18340656,15-04-1965,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,7.0211992,53.18330312,27-05-1966,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,7.0210185,53.183922,30-06-1966,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,7.02204637,53.18402671,21-07-1966,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,7.02307784,53.18413172,11-08-1966,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,7.02411037,53.18423671,02-09-1966,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,7.02325202,53.18351131,03-03-1970,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,7.02428694,53.18361653,09-08-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,7.01999306,53.1838221,25-08-1974,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.88313749,53.19407437,07-07-1962,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.88418451,53.19405277,08-06-1965,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.88522952,53.1940248,10-07-1965,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.88627667,53.1939986,07-08-1965,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.88527461,53.19465295,07-09-1965,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.88631882,53.19462777,27-06-1991,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.88422949,53.19467804,16-04-1970,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.88318557,53.19470311,24-06-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Menterwolde,6.88766687,53.19459142,11-08-1974,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Noord-Brabant,Werkendam,4.91060175,51.7990215,20-04-2009,Exploration hydrocarbon,Suspended,Oil shows,Vermilion Energy Netherlands B.V.,Northern Petroleum Nederland BV,Y
ON,Friesland,Smallingerland,6.02648777,53.13680133,01-05-1965,Exploration hydrocarbon,Plugged and abandoned,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Friesland,Smallingerland,6.02620287,53.13684509,02-10-1969,Appraisal hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Friesland,Tytsjerksteradiel,6.0156695,53.16318357,25-03-1977,Development hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Friesland,Smallingerland,6.00361468,53.15010874,16-02-1978,Exploration hydrocarbon,Closed-In,Gas,Vermilion Energy Netherlands B.V.,Petroland B.V.,Y
ON,Zuid-Holland,Nieuwerkerk aan den IJssel,4.62564677,51.95002974,08-08-1958,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Cromstrijen,4.48526477,51.76441221,29-01-2013,Exploration hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Cromstrijen,4.4852857,51.76454648,14-04-2014,Exploration hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Noordenveld,6.40476725,53.1119112,18-08-1990,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Noordenveld,6.40435335,53.11174892,24-05-2003,Exploration hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Noordenveld,6.38389389,53.142386,08-02-1995,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Noordenveld,6.45270319,53.02431833,11-10-1983,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,,,5.77252724,53.49426401,30-12-1969,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Reiderland,7.18238165,53.17278366,14-12-1993,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Noordwijk,4.46677252,52.22949733,28-10-1955,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Zuid-Holland,Noordwijk,4.46733186,52.23218012,30-09-1983,Exploration hydrocarbon,Suspended,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Groningen,Scheemda,6.94362838,53.19789349,12-11-1965,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.9444689,53.19826542,09-07-1966,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.94300068,53.19839968,16-07-1966,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.94384634,53.19877271,10-08-1966,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.94469093,53.19914504,28-08-1966,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.94553509,53.19951727,17-09-1966,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.945312,53.19863766,30-10-1969,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.94615545,53.19901107,23-05-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.94278604,53.19752041,20-09-1974,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Oud-Beijerland,4.41458099,51.80739156,15-09-2006,Exploration hydrocarbon,Closed-In,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
