On offshore,Province name,Municipality name,longitude,latitude,Start,Type,Status,Result,Current owner,Operator,oil or gas?
ON,Drenthe,Emmen,6.88612061,52.66754078,27-11-1946,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95886066,52.65186102,18-12-1946,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95886066,52.65186102,17-02-1980,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88910382,52.65879371,18-03-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9614781,52.65520595,08-04-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9614781,52.65520595,10-01-1980,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88727007,52.65530252,12-05-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94838258,52.64562644,27-05-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88435139,52.65205867,23-06-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87857969,52.65269746,30-07-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.96403297,52.65844381,04-08-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90192915,52.65135964,30-06-1959,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.93943545,52.65421946,09-09-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9683252,52.64914691,17-09-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9511559,52.64881675,29-09-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9176908,52.6566675,20-10-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9176908,52.6566675,15-03-1969,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9176908,52.6566675,24-06-1979,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92105867,52.65025151,27-10-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88486989,52.67465708,18-11-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90507972,52.65743137,24-11-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.97869155,52.64729183,15-12-1947,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89072575,52.65262537,26-01-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89072575,52.65262537,11-06-1960,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89956341,52.66249904,17-02-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89956341,52.66249904,25-08-1979,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90005638,52.65921212,04-03-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90005638,52.65921212,20-11-1980,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88701923,52.65314855,10-03-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90500062,52.67954305,30-03-1948,Development hydrocarbon for injection,Plugged and abandoned,Oil shows,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.93595473,52.65190995,05-04-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88154905,52.65266017,02-04-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89659641,52.65272175,22-04-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89659641,52.65272175,12-02-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89806443,52.66705707,10-05-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89806443,52.66705707,03-12-1956,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89806443,52.66705707,25-09-1977,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89806443,52.66705707,12-10-1977,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92697426,52.64826057,18-05-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92697426,52.64826057,23-03-1959,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89339962,52.65561152,24-05-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94223772,52.65112686,10-06-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94519354,52.6486254,11-06-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94776192,52.6518724,29-06-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94776192,52.6518724,05-10-1986,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94231114,52.65738167,06-07-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87795741,52.66660078,03-07-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95346912,52.65194116,19-07-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95346912,52.65194116,28-05-1979,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9627154,52.65756245,23-07-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94545796,52.65441931,27-07-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94545796,52.65441931,04-01-1955,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94545796,52.65441931,11-11-1968,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94545796,52.65441931,24-09-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95631748,52.64851504,03-08-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9708676,52.65203424,09-08-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89368739,52.65365746,10-08-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95624545,52.65519423,19-08-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95624545,52.65519423,11-09-1973,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95624545,52.65519423,20-06-1979,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.8998625,52.65314762,25-08-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.97481677,52.64802674,02-09-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.950551,52.65508049,16-09-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.950551,52.65508049,11-08-1979,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87972046,52.67585431,25-09-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.97551322,52.65053415,29-09-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.97551322,52.65053415,16-08-1968,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.97551322,52.65053415,13-02-1985,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.93954732,52.64817794,09-10-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.93363127,52.65476248,14-10-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.93363127,52.65476248,12-09-1957,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.93363127,52.65476248,27-05-1960,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.96485209,52.65202434,25-10-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90306021,52.66573517,28-10-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90306021,52.66573517,12-02-1975,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90306021,52.66573517,06-06-1977,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90306021,52.66573517,16-12-1978,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9240697,52.65690879,20-10-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.9240697,52.65690879,23-06-1980,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91022837,52.65928818,09-11-1948,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Emmen,6.91022837,52.65928818,31-05-1981,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Emmen,6.91571354,52.65973991,11-11-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91571354,52.65973991,10-12-1979,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92066569,52.65974805,12-11-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92930161,52.65689498,25-11-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92107968,52.65381954,26-11-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90316158,52.65495715,08-12-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95926045,52.6469212,17-12-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.93052953,52.65229509,05-05-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86865068,52.65233624,19-07-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.86280846,52.65088093,01-08-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.86280846,52.65088093,25-05-1979,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85714432,52.65076235,12-08-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85714432,52.65076235,05-03-1980,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.05562304,52.65191765,15-08-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85147253,52.64996949,23-08-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84636206,52.65138951,02-09-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84636206,52.65138951,25-03-1979,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84055305,52.65270101,16-09-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83436902,52.6529562,02-05-1950,Development hydrocarbon for injection,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.0556193,52.64831335,11-10-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82890583,52.65040707,12-10-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85967394,52.65171973,28-10-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84292293,52.67919551,28-12-1948,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84578056,52.68108393,20-07-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84578056,52.68108393,28-06-1979,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.05435944,52.65016466,26-11-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83766976,52.65400353,29-11-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84396278,52.6530188,13-12-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.05395416,52.64688059,17-12-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83071766,52.65292869,30-12-1949,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.05480438,52.65385391,06-01-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84941329,52.6515947,12-01-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85369557,52.65148803,24-02-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92580389,52.65155639,09-03-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87426186,52.67710011,13-03-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86543229,52.6519988,27-03-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84679844,52.68278814,29-03-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86978575,52.65400285,05-04-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83264348,52.65441527,15-05-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88439547,52.65769363,27-05-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88439547,52.65769363,24-06-1978,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84500271,52.652058,14-01-2010,Development hydrocarbon,Closed-In,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91577883,52.67309539,17-08-1950,Development hydrocarbon for injection,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.04988686,52.65030819,08-09-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.05273917,52.6518682,26-09-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.05273917,52.6518682,04-04-1959,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.05257611,52.64873353,17-10-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82127056,52.65690783,07-11-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82892221,52.65496378,22-11-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82892221,52.65496378,22-05-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82730274,52.6524488,08-12-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87347964,52.68064217,22-12-1950,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.93619336,52.65742558,17-01-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84739919,52.65519794,15-07-2009,Development hydrocarbon,Closed-In,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84752306,52.65521197,06-07-2009,Development hydrocarbon,Closed-In,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87751777,52.66322679,01-02-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85059958,52.68590519,10-02-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.96659363,52.65401458,05-03-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.96659363,52.65401458,23-08-1976,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85259564,52.68233937,03-03-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85740242,52.67041593,10-03-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88471101,52.65437306,22-03-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88471101,52.65437306,09-12-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82331541,52.65932788,16-04-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.04717666,52.64937532,27-04-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90367692,52.65275748,19-06-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90367692,52.65275748,09-06-1975,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.85660178,52.68494139,20-06-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85162475,52.6536527,06-07-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84763496,52.67769968,10-07-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82197748,52.66226511,19-07-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87876345,52.67946152,24-07-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82472993,52.65512239,07-12-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82472993,52.65512239,20-11-1980,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85077552,52.68008782,06-08-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82613104,52.65728952,08-08-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82612898,52.65722663,02-02-1959,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85920597,52.66378744,18-08-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85077088,52.65597313,18-08-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91688814,52.65101531,28-08-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
